Input.Video,Answer.1start,Answer.1end,Answer.1action,Answer.1justification,Answer.2start,Answer.2end,Answer.2action,Answer.2justification,Answer.3start,Answer.3end,Answer.3action,Answer.3justification,Answer.4start,Answer.4end,Answer.4action,Answer.4justification,Answer.5start,Answer.5end,Answer.5action,Answer.5justification,Answer.6start,Answer.6end,Answer.6action,Answer.6justification,Answer.7start,Answer.7end,Answer.7action,Answer.7justification,Answer.8start,Answer.8end,Answer.8action,Answer.8justification,Answer.9start,Answer.9end,Answer.9action,Answer.9justification,Answer.10start,Answer.10end,Answer.10action,Answer.10justification,Answer.11start,Answer.11end,Answer.11action,Answer.11justification,Answer.12start,Answer.12end,Answer.12action,Answer.12justification,Answer.13start,Answer.13end,Answer.13action,Answer.13justification,Answer.14start,Answer.14end,Answer.14action,Answer.14justification,Answer.15start,Answer.15end,Answer.15action,Answer.15justification
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a5b87c2-2ad0b7b0.mov,0,9,The car is moving straight,since there is no traffic.,9,15,The car follows the road to the left,as the road curves.,15,20,The car drives straight,because it finished its turn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a5c2462-2f0a50f8.mov,0,9,The car is not moving,because the car is parked waiting for traffic to clear.,9,16,The car edges forward a bit,as it waits for traffic to pass and the road to become clear.,16,20,The car begins to turn left onto the road,because the road is now clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a6243ba-dd69f1fd.mov,0,7,The car is at a complete stop.,Because it is sitting in traffic with cars ahead of it and to the left of it stopped.,8,13,The car begins accelerating slowly and switching one lane over from right to left,Because traffic in front of it starts to move slowly and there is a truck stopped in the right lane blocking it so cars from the right lane are all moving one lane over to the left.,14,18,The car is accelerating.,As it has moved into the left lane and traffic ahead of it is now moving faster after passing up the parked truck in the right lane.,19,22,The car slows down to a complete stop,Because the traffic light at the intersection just ahead turns from green to yellow to red with a car in front of it stopping as well.,23,40,The car remains at a complete stop.,Because the traffic light remains red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a62ffee-39c7fe98.mov,0,4,The car is stopped at an intersection,as the light is red.,5,19,The car accelerates and drives down the street,because the street is clear.,20,24,The car makes a right turn,as the road is clear.,25,33,The car is going down the street,as the street is clear.,34,40,The car brakes and comes to a stop,since the light ahead is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a62ffee-85e97e08.mov,0,5,The car is going down the street at a steady speed,because the lane is empty.,6,9,The car slows down,because it's going to make a right turn,10,20,The car accelerates,because the street is clear.,21,40,The car stops,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a6966b1-44e6916a.mov,0,7,The car is turning right,so that it may enter another road.,8,11,The car is turning right,to enter another road.,12,19,The car is driving forward,because traffic in its lane is moving freely.,20,22,The car is stopping,due to traffic stopping in front of it.,23,25,The car is stopped,because traffic is stopped in front of it.,26,30,The car is driving forward slowly,as traffic in front of it moves slowly.,31,36,The car accelerates and steers to the left,to drive around a vehicle parked in its lane.,37,39,The car is merging back into the right lane,because it has passed the stopped vehicle.,40,40,The car is driving forward,because the traffic in front of it is moving freely.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a6966b1-936df4dd.mov,0,22,The car drives down the road,because the car up ahead is moving.,22,24,The car slows down,because the car in front hit the brakes.,24,40,The car continues driving,since the car up ahead begins to move normally.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a6966b1-ee9ded94.mov,0,10,The car is driving forward,because the light is green and there are no cars nearby in its lane.,11,14,The car is merging into the left lane and slowing,so that it may make a left hand turn ahead.,15,19,The car is making a left hand turn,so that it can enter another road while the light is green.,20,22,The car pulls to the left and stops,so that it may park.,23,33,The car is stopped,because it is parked.,34,40,The car accelerates and steers to the right,so that it may re enter the lane of traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a70b8c5-05f892e4.mov,0,3,The car is slowing down,since there is a stop sign ahead,4,7,The car is pulling to the left,to get around a car that is turning right,8,20,The car is stopped,since the light is red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a70b8c5-2006d229.mov,0,5,The car is driving forward slowly,to prepare to make a left turn.,6,9,The car is turning left,to enter another road as its current road is closed ahead for construction.,10,15,The car is driving forward,because there is no traffic in its lane.,16,21,The car is stopping,for the red light ahead.,22,40,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a70b8c5-8c3ef863.mov,0,4,The car is driving forward,because there are no other cars on the road.,5,8,The car is merging into the lane to its left,because its lane ends and there is no traffic in the other lane.,9,16,The car is driving forward,because there are no other cars on the road.,17,23,The car is slowing to a stop,for the red light.,24,30,The car is stopped,because the light is red.,31,40,The car is accelerating,after the light turned green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a75801e-05155014.mov,0,2,The car is coming to a stop,as there is a car stopped ahead.,2,23,The car is stopped in traffic,because there is a car blocking the lane in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a765e5c-52776659.mov,0,5,The car moves one lane over to the right,as the lane to the right is clear.,5,19,The car is driving down the street,because the road is clear.,20,23,The car decelerates to a stop,as the traffic light ahead turns red.,23,40,The car is stopped at an intersection,since the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a765e5c-98fd51e9.mov,0,5,The car moves forward slightly before coming to a stop,because there is a car in front of it.,6,21,The car is stopped,because there is another car directly in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a765e5c-ecfdc16f.mov,0,6,The car is heading down the road at a steady pace,because traffic is moving at a steady pace.,7,11,The car slows down,because the ambulance in front of it has repeatedly applied the brakes.,12,18,The car accelerates,because it's going around the ambulance.,19,24,The car slows down,because another car pulls in front of it.,25,31,The car accelerates,because traffic is speeding up.,32,40,The car slows down,because the car in front is slowing down.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7b0436-1a46bb12.mov,0,1,The car slows to a stop,due to stopped traffic in front of it.,2,10,The car is stopped,because the car in front of it is stopped.,11,20,The car drives forward,because traffic in front of it is moving forward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7cbfc6-469c9037.mov,0,4,The car merges into the right lane,so that it may exit the road ahead and there is a gap in traffic.,5,6,The car slows slightly,as a vehicle merges into its lane from the left.,7,20,The car drives forward,because traffic is moving at a normal rate of speed.,21,23,The car slows to a near stop,as traffic in front of it slows.,24,29,The car drives forward slowly,while traffic in front of it moves slowly.,30,40,The car drives forward at a higher rate of speed,as traffic in front of it starts to move more quickly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7cbfc6-bfeebf8d.mov,0,6,The car is stopped,because the vehicle in front of it is stopped.,7,17,The car is driving forward slowly,as the vehicle in front of it drives forward.,18,20,The car is stopped,because the vehicle in front of it has stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7cbfc6-c83c2cde.mov,0,20,The car is stopped,for a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7cbfc6-e40c2fde.mov,0,5,The car is driving forward,to keep up with traffic,5,7,The car is turning right,to change streets,8,23,The car is driving forward,since there is very little traffic aehad,24,29,The car is braking,in order to slow down because there are cars stopped at a red light ahead,30,40,The car is speeding up and driving forward,since the light has turned green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7d8340-c8520b7f.mov,0,3,The car is stopped,because vehicles in front of it are stopped.,4,14,The car is driving slowly,because traffic in front of it is moving slowly.,15,19,The car is accelerating,as traffic in front of it begins to move more quickly.,20,21,The car brakes,as a vehicle cuts in front of it from the right lane.,22,30,The car is driving forward,as traffic in front of it moves forward.,31,36,The car is slowing to a stop,as it approaches stopped traffic in front of it.,37,38,The car is stopped,because traffic in front of it is stopped.,39,40,The car drives forward slowly,as traffic in front of it moves forward slightly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a7e78c8-016bb7cf.mov,0,20,The car is driving down the exit ramp,because it is exiting the highway.,20,40,The car hits the brakes and slows down to a stop,since another car cuts it off from the left and pulls up to the stop light in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8368e0-41c6b3b3.mov,0,16,The car is slowly turning left,as the light is green but traffic ahead is moving slowly.,17,20,The car is not moving,as traffic ahead is stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8368e0-abaca068.mov,0,19,The car is parked alongside the road,because there are plenty of parking spots open.,20,40,the camera started moving then the video went black.,the camera started moving then the video went black.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a856046-2c4b3c02.mov,0,32,The car is not moving,since the car is parked on the side of the road.,33,40,The car begins moving forward slightly,in order to pull out onto the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a856046-5adee867.mov,0,40,The car is stopped,as the car is parked on the left side of the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a856046-91712e30.mov,0,4,The car is accelerating and drifting to the left,Because the traffic light is green but there is a car backing up and parallel parking just ahead and its front end is blocking part of the lane.,5,7,The car drifts back to the right,To get back in its lane after it cleared the car that was sticking out as it was parallel parking.,8,15,The car is slowing down to a complete stop,Because the upcoming traffic light is red with pedestrians crossing the street.,16,40,The car remains at a complete stop,As the traffic light remains red while pedestrians continue to cross the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8aa157-3127bc5f.mov,0,40,The car is stopped,because it is parked on the side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8aa157-38e8ed64.mov,0,17,The car is driving down a city street,as the street is clear ahead.,18,21,The car moves one lane to the left,because there is a car ahead and the left lane is clear,21,26,The car comes to a stop at an intersection,as the light is red.,27,40,The car is stopped,since the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8aa157-907adcff.mov,0,2,The car stays to the left of its lane,as it passes a parked car on its right.,3,6,The car drives forward,because traffic in front of it is moving.,7,8,The car slows,as it approaches stopped traffic at a red light.,9,12,The car merges into the left lane,due to that lane being free of traffic.,13,18,The car slows to a stop,due to the red light.,19,40,The car is stopped,because the light is red and there are pedestrians crossing the street.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8aa157-b5bd746e.mov,0,21,The car is stopped at an intersection,as the light is red.,22,40,The car accelerates and drives down the street,because the light turns green and the lane is clear ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a8aa157-cbfd9075.mov,0,10,The car is driving forward slowly,while it waits for cross traffic to pass through an intersection.,11,15,The car is driving forward,because there are no cars in its lane.,16,21,The car steers to the left,so that it may stop on the left side of the road ahead.,22,28,The car slows to a stop,as cars in front of it merge back into traffic to the right.,29,36,The car steers to the left,so that it may park on the left side of the road.,37,40,The car is stopped,because it is parked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a94788f-460bb359.mov,0,10,The car is driving forward,because there are no nearby cars in its lane.,11,16,The car is slowing and turning right,so that it may enter another road.,17,20,The car is slowing to a stop,as it prepares to park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0a9d03d6-02ea8201.mov,0,12,The car is driving forward,because there are no nearby cars in its lane.,13,15,The car is staying to its left,to enter an on ramp for another road.,16,24,The car is driving forward,because there is no nearby traffic.,25,29,The car is merging into the lane to its left,because there is a gap in traffic and the on ramp ends.,30,31,The car is driving forward,because its lane is moving at a normal speed.,32,34,The car is merging into the lane to its left,because it is moving more quickly.,35,40,The car is driving forward,because its lane of traffic is moving freely.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aa458f0-e93896a2.mov,0,26,The car drives down a street,because traffic is moving and lights are green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aa4bc86-1e2d24a2.mov,0,20,The car is stopped on the street,because there is traffic blocking the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aa4bc86-1e9bb591.mov,0,2,The car is slowing to a stop,because the vehicle in front of it is stopped.,3,8,The vehicle pulls ahead slowly,to follow the vehicle in front of it.,9,12,The car is stopped,after the vehicle in front of it stopped.,13,20,The car pulls forward slowly,to close the gap between it and the vehicle in front of it.,21,28,The car is stopped,because the vehicle in front of it is stopped.,29,32,The car is pulling forward slowly,so that it can move closer to the vehicle in front of it.,33,40,The car is stopped,due to stopped traffic in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aab75aa-0d3bd022.mov,0,3,The car proceeds slowly down a road,as traffic ahead is moving somewhat slowly.,4,9,The car merges one lane left,as the lane is open.,10,13,The car drives ahead,as traffic is flowing steadily.,14,19,The car moves one lane to the left,because the lane is clear.,20,23,The car brakes slightly,to allow another car to merge in front of it.,24,40,The car continues slowly down the road,as there is moderate traffic ahead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aab75aa-3bf9a859.mov,0,10,The car is stopped,because the road is blocked by heavy traffic,11,20,The car slowly accelerates down the road,as traffic begins to move.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aab75aa-509b6c36.mov,0,5,The car moves forward and comes to a stop,because there is a stop sign.,6,19,The car accelerates and drives down the street,because the road ahead is clear,20,25,The car brakes and comes to a stop,as there is a stop sign ahead.,26,40,The car accelerates and drives down the road,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aab75aa-69cf8c75.mov,0,18,The car drives down a road,because the lane ahead is clear and traffic is moving.,19,29,The car begins to brake and gradually comes to a stop,as traffic ahead has slowed to a standstill.,29,40,The car is stopped,because the road is blocked by traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0aab75aa-d2728d7a.mov,0,3,The car is slowing to a stop,for the stop sign.,4,7,The vehicle drives forward and steers to the right,to navigate around a median.,8,12,The vehicle turns left,so that it may enter another road.,13,15,The car is merging into the left lane,because that lane is free of traffic.,16,19,The car is driving forward,because there is no traffic on its current road.,20,22,The car is stopping,as it approaches a red light.,23,24,The car is stopped,for the red light.,25,33,The car is turning left,because the light turned green and it is going to travel on a different road.,34,40,The car is driving forward,because there are no other cars on the road.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab179b7-73f29de9.mov,0,20,The car is driving forward,to keep up with traffic,21,23,The car is braking and merging to the right,to get around a car waiting to make a left turn,24,25,The car is merging to the left,since it is clear of the turning car but now there is a truck stopped in the road ahead,26,27,The car brakes suddenly,since it looked like a car might try to pull out into traffic ahead,28,40,The car is driving forward,because now the lane is clear of traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-016bab4d.mov,0,6,The car is driving forward,because there are no cars in front of it.,7,8,The car is slowing,as it approaches a stop sign.,9,13,The car is turning right,to enter another road after the pedestrians have moved to the far ride of the street.,14,20,The car is driving forward,because there are no other cars on the road.,21,23,The car is stopping,because it is approaching a stop sign and there are pedestrians in the road.,24,24,The car is stopped,at the stop sign.,25,33,The car is turning right slowly,so that it may enter another road after waiting for pedestrians to move past the lane of traffic.,34,34,The car is driving forward,because the road is free of traffic.,35,40,The car is slowing to a stop,as it prepares to stop.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-070c2ade.mov,0,4,The car is slowing down and stops at an intersection,because the traffic light is red.,4,13,The car is stationary,as the light is red.,14,20,The car accelerates through the intersection and down the street,because the light turns green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-4222958e.mov,0,13,The car is driving forward,since the traffic is clear,14,19,The car is shifting toward the left,to give room to a cyclist in the street,20,21,The car is braking briefly,to go over a speed bump carefully,22,40,The car is driving forward,since the traffic is clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-5366e624.mov,0,16,The car is stopped at an intersection,because the light is red and pedestrians are crossing the street.,17,20,The car moves forward slightly,as there is space between the car and the one in front of it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-592be5da.mov,0,1,The car is pulling forward slightly,to prepare to enter traffic.,2,4,The car is stopped,as it waits for traffic in the nearby lane to pass.,5,9,The car is steering to the left and accelerating,as it reenters the road from the right curb.,10,10,The car is driving forward,because the car in front of it is not impeding it.,11,12,The car is slowing,as the car in front of it brakes to prepare to park.,13,16,The car is swerving to the left and back,to maneuver around the vehicle in front of it.,17,19,The car is driving forward,because there are no cars in front of it.,20,22,The car is stopping,for the stop sign ahead.,23,27,The car is making a right hand turn,to enter another road.,28,33,The car is driving forward,because there are no other cars in its lane.,34,36,for the stop sign ahead.,The car is stopping,37,40,The car is accelerating,because there is no cross traffic in the the intersection.,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-6e21ad4c.mov,0,7,The car is making a right hand turn,because the light is green.,8,19,The car is driving forward,because there is no nearby traffic in its lane.,20,23,The car is slowing to a stop,because the light ahead turned red.,24,29,The car is making a right hand turn,while there is no traffic in the near lane on that road.,30,35,The car is driving forward,because there are no other cars in its lane.,36,40,The car steers to the right and slows to a stop,as it approaches the curb to park.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/train/0ab1b9e8-87609e4b.mov,0,18,The car drives down a street,because the road is clear.,19,21,The car brakes and comes to a brief stop,as there is a stop sign ahead.,22,25,The car accelerates,since the road ahead is clear.,26,36,The car is driving down the road,because the street is clear of traffic,37,40,The car slows down as it approaches an intersection,because the traffic light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
